"Table C-1. Cities -- Area and Population",,,,,,,,,,,,,
,,,,,,,,,,,,,
"[Includes states and 1,265 incorporated places of 25,000 or more population as of ",,,,,,,,,,,,,
"April 1, 2000, in all states except Hawaii, which has no incorporated places recognized ",,,,,,,,,,,,,
"by the U.S. Census Bureau. Two census designated places (CDPs) are also included (Honolulu ",,,,,,,,,,,,,
"CDP in Hawaii and Arlington CDP in Virginia). For more information on these areas, see ",,,,,,,,,,,,,
"Appendix C, Geographic Information]",,,,,,,,,,,,,
,,,,,,,,,,,,,
"FIPS state and place code 1","City","County 2","Land area, 2000        (square miles)",,"Population",,,,,,,,
,,,"Total","Rank 3",2005,,"2000 5","1990 6","Rank",,,"Percent change",
,,,,,"Number","Per square mile 4",,,"2005 7","2000 7","1990 8","2000- 2005","1990- 2000"
"3663418","Rome city","Oneida",74.9,110,"34,344",458.3,"34,950","44,342",978,917,596,-1.7,-21.2
"3665255","Saratoga Springs city","Saratoga",28.4,434,"28,036",986.1,"26,186","25,225","1,165","1,213","1,073",7.1,3.8
"3665508","Schenectady city","Schenectady",10.9,967,"61,280","5,647.9","61,821","65,557",509,461,361,-0.9,-5.7
"3670420","Spring Valley village","Rockland",2.1,"1,250","25,355","12,073.8","25,565","21,526","1,248","1,248","1,156",-0.8,18.8
"3673000","Syracuse city","Onondaga",25.1,509,"141,683","5,647.0","146,464","163,897",162,142,107,-3.3,-10.6
"3675484","Troy city","Rensselaer",10.4,991,"48,310","4,640.7","49,170","55,018",691,631,454,-1.7,-10.6
"3676540","Utica city","Oneida",16.4,762,"59,336","3,629.1","60,523","68,699",537,472,337,-2.0,-11.9
"3676705","Valley Stream village","Nassau",3.4,"1,232","35,799","10,406.7","36,320","34,002",942,872,802,-1.4,6.8
"3678608","Watertown city","Jefferson",9.0,"1,046","27,220","3,037.9","26,705","29,857","1,191","1,182",926,1.9,-10.6
"3681677","White Plains city","Westchester",9.8,"1,021","56,733","5,789.1","53,077","48,684",571,572,541,6.9,9.0
"3684000","Yonkers city","Westchester",18.1,710,"196,425","10,864.2","196,019","188,440",102,95,86,0.2,4.0
"3700000","NORTH CAROLINA",,"48,710.9","(X)","8,683,242",178.3,"8,046,491","6,632,448","(X)","(X)","(X)",7.9,21.3
"3702140","Asheville city","Buncombe",40.9,259,"72,231","1,765.2","71,120","65,950",410,390,359,1.6,7.8
"3709060","Burlington city","Alamance, Guilford",21.3,610,"47,592","2,236.5","45,656","40,620",703,686,659,4.2,12.4
"3710740","Cary town","Chatham, Wake",42.1,251,"106,439","2,528.8","96,255","45,647",229,252,576,10.6,110.9
"3711800","Chapel Hill town","Durham, Orange",19.8,659,"49,543","2,508.5","47,830","38,823",677,649,697,3.6,23.2
"3712000","Charlotte city","Mecklenburg",242.3,25,"610,949","2,521.8","561,973","427,990",20,24,33,8.7,31.3
"3714100","Concord city","Cabarrus",51.6,188,"61,092","1,184.4","56,334","37,742",512,523,721,8.4,49.3
"3719000","Durham city","Durham, Orange, Wake",94.6,79,"204,845","2,164.7","187,725","148,505",94,106,119,9.1,26.4
"3722920","Fayetteville city","Cumberland",58.8,151,"129,928","2,210.8","132,367","116,822",179,163,156,-1.8,13.3
"3725580","Gastonia city","Gaston",46.1,216,"68,964","1,497.3","67,648","60,015",438,414,404,1.9,12.7
"3726880","Goldsboro city","Wayne",24.8,514,"38,670","1,559.9","39,272","45,025",859,808,584,-1.5,-12.8
"3728000","Greensboro city","Guilford",104.7,70,"231,962","2,215.3","224,465","191,920",77,78,82,3.3,17.0
"3728080","Greenville city","Pitt",25.6,501,"69,517","2,717.6","62,000","49,277",432,458,534,12.1,25.8
"3731060","Hickory city","Burke, Caldwell, Catawba",28.1,442,"40,232","1,433.3","37,452","32,913",819,853,839,7.4,13.8
"3731400","High Point city","Davidson, Forsyth, Guilford, Randolph",49.1,202,"95,086","1,938.6","86,061","69,977",274,296,331,10.5,23.0
"3733120","Huntersville town","Mecklenburg",31.2,390,"36,377","1,167.8","25,470","8,663",922,"1,251","1,226",42.8,194.0
"3734200","Jacksonville city","Onslow",44.5,230,"62,628","1,408.0","66,719","79,126",489,422,278,-6.1,-15.7
"3735200","Kannapolis city","Cabarrus, Rowan",29.9,415,"39,041","1,307.9","36,948","33,701",850,859,812,5.7,9.6
"3743920","Monroe city","Union",24.6,520,"29,987","1,220.5","27,109","19,162","1,101","1,169","1,182",10.6,41.5
"3755000","Raleigh city","Durham, Wake",114.6,59,"341,530","2,980.2","284,800","221,331",53,61,73,19.9,28.7
"3757500","Rocky Mount city","Edgecombe, Nash",35.6,318,"56,626","1,592.0","55,997","54,392",574,531,461,1.1,3.0
"3758860","Salisbury city","Rowan",17.8,718,"27,563","1,550.2","27,601","23,959","1,178","1,147","1,112",-0.1,15.2
"3774440","Wilmington city","New Hanover",41.0,258,"95,476","2,328.7","89,692","64,557",272,280,367,6.4,38.9
"3774540","Wilson city","Wilson",23.3,552,"46,967","2,016.6","44,789","39,022",725,704,687,4.9,14.8
"3775000","Winston-Salem city","Forsyth",108.9,64,"193,755","1,780.0","185,854","167,570",109,109,104,4.3,10.9
"3800000","NORTH DAKOTA",,"68,975.9","(X)","636,677",9.2,"642,204","638,800","(X)","(X)","(X)",-0.9,0.5
"3807200","Bismarck city","Burleigh",26.9,465,"57,377","2,133.8","55,614","49,979",565,538,524,3.2,11.3
"3825700","Fargo city","Cass",37.9,290,"90,672","2,389.9","90,640","74,265",297,275,301,"(Z)",22.0
"3832060","Grand Forks city","Grand Forks",19.2,673,"49,792","2,587.9","49,366","49,586",671,627,531,0.9,-0.4
"3853380","Minot city","Ward",14.6,826,"34,984","2,404.4","36,625","34,862",959,866,777,-4.5,5.1
"3900000","OHIO",,"40,948.4","(X)","11,464,042",280.0,"11,353,145","10,847,115","(X)","(X)","(X)",1.0,4.7
"3901000","Akron city","Summit",62.1,141,"210,795","3,396.1","217,070","223,142",89,82,70,-2.9,-2.7
"3903828","Barberton city","Summit",9.0,"1,043","27,192","3,018.0","27,933","27,880","1,194","1,123",989,-2.7,0.2
"3904720","Beavercreek city","Greene",26.4,482,"39,655","1,502.7","37,984","33,604",838,841,814,4.4,13.0
"3907972","Bowling Green city","Wood",10.2,"1,002","29,793","2,935.3","29,668","28,873","1,108","1,069",953,0.4,2.8
"3909680","Brunswick city","Medina",12.5,900,"35,159","2,803.7","33,436","28,506",954,954,964,5.2,17.3
"3912000","Canton city","Stark",20.6,636,"79,478","3,867.5","80,927","84,147",366,331,262,-1.8,-3.8
"3915000","Cincinnati city","Hamilton",78.0,103,"308,728","3,959.6","331,283","364,831",58,55,46,-6.8,-9.2
"3916000","Cleveland city","Cuyahoga",77.6,104,"452,208","5,828.9","477,472","505,629",39,34,23,-5.3,-5.6
"3916014","Cleveland Heights city","Cuyahoga",8.1,"1,080","48,029","5,922.2","50,769","53,947",693,608,466,-5.4,-5.9
"3918000","Columbus city","Delaware, Fairfield, Franklin",210.3,27,"730,657","3,474.9","712,016","639,215",15,15,16,2.6,11.4
"3919778","Cuyahoga Falls city","Summit",25.5,502,"50,494","1,977.1","49,377","48,862",659,626,536,2.3,1.1
"3921000","Dayton city","Montgomery",55.8,168,"158,873","2,848.2","166,197","182,422",140,124,91,-4.4,-8.9
"3921434","Delaware city","Delaware",15.0,807,"31,322","2,088.1","25,615","20,356","1,060","1,244","1,166",22.3,25.8
"3922694","Dublin city","Delaware, Franklin, Union",21.1,616,"34,964","1,655.5","31,585","17,079",961,"1,007","1,200",10.7,84.9
"3923380","East Cleveland city","Cuyahoga",3.1,"1,235","25,708","8,266.2","27,217","33,086","1,241","1,162",833,-5.5,-17.7
"3925256","Elyria city","Lorain",19.9,654,"56,061","2,818.6","56,068","56,877",582,528,434,"(Z)",-1.4
"3925704","Euclid city","Cuyahoga",10.7,974,"49,619","4,633.0","52,715","54,863",675,580,456,-5.9,-3.9
"3925914","Fairborn city","Greene",13.1,885,"31,650","2,423.4","31,590","31,152","1,048","1,006",884,0.2,1.4
"3925970","Fairfield city","Butler, Hamilton",21.0,628,"42,294","2,015.0","42,097","39,673",785,746,680,0.5,6.1
"3927048","Findlay city","Hancock",17.2,733,"39,118","2,275.6","39,159","36,187",847,811,748,-0.1,8.2
"3929106","Gahanna city","Franklin",12.4,905,"33,077","2,667.5","32,639","24,232","1,006",977,"1,106",1.3,34.7
"3929428","Garfield Heights city","Cuyahoga",7.2,"1,114","29,042","4,016.9","30,734","31,724","1,131","1,030",871,-5.5,-3.1
"3932592","Grove City city","Franklin",14.0,844,"30,892","2,214.5","27,352","19,766","1,076","1,157","1,173",12.9,38.4
"3933012","Hamilton city","Butler",21.6,596,"61,943","2,866.4","60,839","61,492",501,468,392,1.8,-1.1
"3936610","Huber Heights city","Miami, Montgomery",21.0,624,"38,089","1,811.2","38,241","38,737",875,833,699,-0.4,-1.3
"3939872","Kent city","Portage",8.7,"1,059","28,135","3,237.6","28,128","29,782","1,162","1,117",930,"(Z)",-5.6
"3940040","Kettering city","Greene, Montgomery",18.7,695,"55,481","2,968.5","57,759","60,387",590,506,403,-3.9,-4.4
"3941664","Lakewood city","Cuyahoga",5.6,"1,172","53,244","9,593.5","56,646","59,652",617,518,408,-6.0,-5.0
"3941720","Lancaster city","Fairfield",18.1,711,"36,063","1,995.7","35,319","34,774",929,906,779,2.1,1.6
"3943554","Lima city","Allen",12.8,889,"38,608","3,021.0","41,581","45,241",862,755,579,-7.1,-8.1
"3944856","Lorain city","Lorain",24.0,534,"67,820","2,823.5","68,652","71,255",446,407,324,-1.2,-3.7
"3947138","Mansfield city","Richland",29.9,413,"50,615","1,692.2","51,745","50,900",657,592,514,-2.2,1.7
"3947306","Maple Heights city","Cuyahoga",5.2,"1,183","24,739","4,766.7","26,156","27,102","1,260","1,215","1,014",-5.4,-3.5
"3947754","Marion city","Marion",11.4,945,"36,494","3,215.3","37,406","36,269",918,855,744,-2.4,3.1
"3948244","Massillon city","Stark",16.8,747,"32,150","1,919.4","31,432","31,235","1,035","1,011",881,2.3,0.6
"3948790","Medina city","Medina",11.1,956,"26,461","2,377.4","25,136","19,295","1,221","1,263","1,179",5.3,30.3
"3949056","Mentor city","Lake",26.8,469,"51,485","1,923.2","50,284","47,460",645,613,556,2.4,6.0
"3949840","Middletown city","Butler, Warren",25.7,497,"51,472","2,005.9","51,596","51,788",647,593,500,-0.2,-0.4
"3954040","Newark city","Licking",19.6,663,"47,301","2,419.5","46,360","44,877",713,678,588,2.0,3.3
"3956882","North Olmsted city","Cuyahoga",11.6,935,"32,653","2,807.7","34,113","34,202","1,012",930,797,-4.3,-0.3
"3957008","North Royalton city","Cuyahoga",21.3,608,"29,538","1,387.4","28,648","23,180","1,119","1,096","1,128",3.1,23.6
"3961000","Parma city","Cuyahoga",20.0,652,"81,469","4,081.6","85,655","87,724",352,300,239,-4.9,-2.4
"3966390","Reynoldsburg city","Fairfield, Franklin, Licking",10.6,981,"33,059","3,124.7","32,122","26,264","1,007",986,"1,045",2.9,22.3
"3970380","Sandusky city","Erie",10.1,"1,009","26,666","2,653.3","27,844","29,519","1,209","1,130",934,-4.2,-5.7
"3971682","Shaker Heights city","Cuyahoga",6.3,"1,148","27,723","4,414.5","29,405","30,941","1,175","1,077",894,-5.7,-5.0
"3974118","Springfield city","Clark",22.5,575,"63,302","2,817.2","65,958","71,006",482,426,326,-4.0,-7.1
"3974944","Stow city","Summit",17.1,735,"34,404","2,010.8","32,139","27,966",976,985,980,7.0,14.9
"3975098","Strongsville city","Cuyahoga",24.6,517,"43,949","1,783.6","43,858","35,297",765,717,764,0.2,24.3
"3977000","Toledo city","Lucas",80.6,94,"301,285","3,737.1","313,782","332,983",59,57,49,-4.0,-5.8
"3977504","Trotwood city","Montgomery",30.5,401,"26,608",871.5,"27,432","29,411","1,212","1,153",936,-3.0,-6.7
"3979002","Upper Arlington city","Franklin",9.8,"1,024","31,550","3,232.6","33,686","34,248","1,049",950,794,-6.3,-1.6
"3980892","Warren city","Trumbull",16.1,772,"45,796","2,848.0","48,244","50,979",738,640,513,-5.1,-5.4
"3983342","Westerville city","Delaware, Franklin",12.4,906,"34,722","2,802.4","35,331","30,693",968,905,902,-1.7,15.1
"3983622","Westlake city","Cuyahoga",15.9,779,"31,331","1,970.5","31,719","27,018","1,058",999,"1,016",-1.2,17.4
"3988000","Youngstown city","Mahoning, Trumbull",33.9,345,"82,837","2,443.6","82,026","95,728",341,324,215,1.0,-14.3
"3988084","Zanesville city","Muskingum",11.2,952,"25,253","2,246.7","25,595","27,276","1,252","1,246","1,006",-1.3,-6.2
"4000000","OKLAHOMA",,"68,667.1","(X)","3,547,884",51.7,"3,450,652","3,145,576","(X)","(X)","(X)",2.8,9.7
"4004450","Bartlesville city","Osage, Washington",21.1,617,"34,734","1,645.4","34,744","34,320",966,920,789,"(Z)",1.2
"4009050","Broken Arrow city","Tulsa, Wagoner",45.0,225,"86,228","1,916.6","80,419","59,101",322,333,415,7.2,36.1
"4023200","Edmond city","Oklahoma",85.1,88,"74,881",879.5,"68,315","52,343",389,410,490,9.6,30.5
"4023950","Enid city","Garfield",74.0,113,"46,416",627.5,"47,045","45,226",730,664,580,-1.3,4.0
"4041850","Lawton city","Comanche",75.1,109,"90,234","1,200.9","92,779","92,955",302,265,222,-2.7,-0.2
"4048350","Midwest City city","Oklahoma",24.6,519,"54,890","2,232.2","54,088","52,605",597,558,488,1.5,2.8
"4049200","Moore city","Cleveland",21.7,592,"47,697","2,195.0","41,138","40,205",700,765,669,15.9,2.3
"4050050","Muskogee city","Muskogee",37.3,299,"39,766","1,065.0","39,277","38,249",834,807,708,1.2,2.7
"4052500","Norman city","Cleveland",177.0,34,"101,719",574.7,"96,780","80,057",247,250,273,5.1,20.9
"4055000","Oklahoma City city","Canadian, Cleveland, Oklahoma, Pottawatomie",607.0,5,"531,324",875.3,"506,129","444,566",31,30,30,5.0,13.8
"4059850","Ponca City city","Kay, Osage",18.1,708,"25,070","1,384.3","25,945","26,604","1,255","1,225","1,035",-3.4,-2.5
"4066800","Shawnee city","Pottawatomie",42.3,249,"29,824",705.7,"29,107","26,505","1,107","1,083","1,037",2.5,9.8
"4070300","Stillwater city","Payne",27.9,444,"40,906","1,468.8","39,080","36,760",809,813,736,4.7,6.3
"4075000","Tulsa city","Osage, Rogers, Tulsa, Wagoner",182.7,31,"382,457","2,093.9","393,120","367,077",46,44,45,-2.7,7.1
"4100000","OREGON",,"95,996.8","(X)","3,641,056",37.9,"3,421,436","2,842,337","(X)","(X)","(X)",6.4,20.4
"4101000","Albany city","Benton, Linn",15.9,782,"44,797","2,821.0","40,866","33,296",754,770,826,9.6,22.7
"4105350","Beaverton city","Washington",16.3,763,"85,775","5,255.8","77,208","55,859",327,357,440,11.1,38.2
"4105800","Bend city","Deschutes",32.0,376,"67,152","2,097.2","52,029","33,947",452,588,804,29.1,53.3
"4115800","Corvallis city","Benton",13.6,860,"49,553","3,643.6","49,434","45,005",676,623,585,0.2,9.8
"4123850","Eugene city","Lane",40.5,268,"144,515","3,566.5","138,509","114,069",156,155,163,4.3,21.4
"4130550","Grants Pass city","Josephine",7.6,"1,099","28,882","3,810.3","25,732","18,822","1,138","1,238","1,187",12.2,36.7
"4131250","Gresham city","Multnomah",22.2,583,"96,072","4,337.3","90,205","68,216",270,277,341,6.5,32.2
"4134100","Hillsboro city","Washington",21.6,599,"84,533","3,919.0","70,214","38,999",333,396,688,20.4,80.0
"4138500","Keizer city","Marion",7.2,"1,114","34,644","4,791.7","32,190","21,881",971,984,"1,150",7.6,47.1
"4140550","Lake Oswego city","Clackamas, Multnomah, Washington",10.4,995,"36,502","3,526.8","35,287","31,511",917,907,875,3.4,12.0
"4145000","McMinnville city","Yamhill",9.9,"1,016","29,646","2,994.5","26,523","18,081","1,115","1,190","1,194",11.8,46.7
"4147000","Medford city","Jackson",21.7,593,"70,147","3,232.6","65,428","48,847",423,430,537,7.2,33.9
"4155200","Oregon City city","Clackamas",8.1,"1,078","30,221","3,712.7","26,485","17,902","1,093","1,192","1,197",14.1,47.9
"4159000","Portland city","Clackamas, Multnomah, Washington",134.3,49,"533,427","3,971.3","529,191","485,995",30,29,27,0.8,8.9
"4164900","Salem city","Marion, Polk",45.7,219,"148,751","3,252.8","137,026","108,951",152,159,177,8.6,25.8
"4169600","Springfield city","Lane",14.4,828,"55,641","3,864.0","53,256","44,988",589,568,586,4.5,18.4
"4173650","Tigard city","Washington",10.9,966,"47,968","4,416.9","42,373","30,360",694,743,914,13.2,39.6
"4200000","PENNSYLVANIA",,"44,816.6","(X)","12,429,616",277.3,"12,281,054","11,882,842","(X)","(X)","(X)",1.2,3.4
"4202000","Allentown city","Lehigh",17.7,719,"106,992","6,031.1","106,632","105,719",226,218,187,0.3,0.9
"4202184","Altoona city","Blair",9.8,"1,023","47,176","4,828.7","49,523","52,406",716,621,489,-4.7,-5.5
"4206064","Bethel Park borough","Allegheny",11.7,931,"32,313","2,764.2","33,556","33,783","1,025",951,808,-3.7,-0.7
"4206088","Bethlehem city","Lehigh, Northampton",19.3,671,"72,895","3,784.8","71,329","71,804",403,388,319,2.2,-0.7
"4213208","Chester city","Delaware",4.9,"1,196","37,058","7,640.8","36,854","42,072",904,861,635,0.6,-12.4
"4221648","Easton city","Northampton",4.3,"1,211","26,267","6,166.0","26,258","26,301","1,226","1,205","1,043","(Z)",-0.2
"4224000","Erie city","Erie",22.0,584,"102,612","4,672.7","103,688","108,749",245,225,179,-1.0,-4.7
"4232800","Harrisburg city","Dauphin",8.1,"1,080","47,472","5,853.5","48,950","51,995",706,634,495,-3.0,-5.9
"4241216","Lancaster city","Lancaster",7.4,"1,105","54,757","7,399.6","56,356","55,750",600,521,444,-2.8,1.1
"4252330","Municipality of Monroeville borough","Allegheny",19.8,658,"28,175","1,423.7","29,344","29,044","1,161","1,079",946,-4.0,1.0
"4253368","New Castle city","Lawrence",8.5,"1,063","25,030","2,930.9","26,309","28,400","1,256","1,203",967,-4.9,-7.4
"4254656","Norristown borough","Montgomery",3.5,"1,230","30,689","8,693.8","31,282","30,505","1,083","1,016",911,-1.9,2.5
"4260000","Philadelphia city","Philadelphia",135.1,48,"1,463,281","10,831.9","1,517,550","1,585,577",5,5,5,-3.6,-4.3
"4261000","Pittsburgh city","Allegheny",55.6,171,"316,718","5,698.4","334,563","369,962",57,53,42,-5.3,-9.6
"4261536","Plum borough","Allegheny",28.6,428,"26,452",923.9,"26,940","25,707","1,223","1,176","1,058",-1.8,4.8
"4263624","Reading city","Berks",9.8,"1,019","80,855","8,233.7","81,207","77,843",358,326,286,-0.4,4.3
"4269000","Scranton city","Lackawanna",25.2,507,"73,120","2,898.1","76,081","81,879",400,362,267,-3.9,-7.1
"4273808","State College borough","Centre",4.5,"1,206","38,720","8,528.6","38,420","39,025",856,829,686,0.8,-1.6
"4285152","Wilkes-Barre city","Luzerne",6.9,"1,127","41,337","6,034.6","43,123","47,672",800,731,552,-4.1,-9.5
"4285312","Williamsport city","Lycoming",8.9,"1,054","30,112","3,391.0","30,706","32,159","1,095","1,032",859,-1.9,-4.5
"4287048","York city","York",5.2,"1,182","40,418","7,772.7","41,301","42,250",815,762,631,-2.1,-2.2
"4400000","RHODE ISLAND",,"1,044.9","(X)","1,076,189","1,029.9","1,048,319","1,003,464","(X)","(X)","(X)",2.7,4.5
"4419180","Cranston city","Providence",28.6,431,"81,614","2,856.6","79,272","76,256",351,344,293,3.0,4.0
"4422960","East Providence city","Providence",13.4,869,"49,515","3,692.4","48,688","50,460",678,637,519,1.7,-3.5
"4449960","Newport city","Newport",7.9,"1,086","25,340","3,191.4","26,475","28,447","1,249","1,193",966,-4.3,-6.9
"4454640","Pawtucket city","Providence",8.7,"1,058","73,742","8,437.3","72,958","72,531",397,376,312,1.1,0.6
"4459000","Providence city","Providence",18.5,698,"176,862","9,575.6","173,621","160,591",124,119,109,1.9,8.1
"4474300","Warwick city","Kent",35.5,320,"87,233","2,457.3","85,808","85,540",315,297,253,1.7,0.3
"4480780","Woonsocket city","Providence",7.7,"1,093","44,328","5,749.4","43,224","44,305",760,728,598,2.6,-2.4
"4500000","SOUTH CAROLINA",,"30,109.5","(X)","4,255,083",141.3,"4,011,816","3,486,310","(X)","(X)","(X)",6.1,15.1
"4500550","Aiken city","Aiken",16.2,768,"27,490","1,699.0","25,152","20,946","1,181","1,262","1,161",9.3,20.1
"4501360","Anderson city","Anderson",13.8,849,"25,899","1,871.3","25,633","26,661","1,238","1,242","1,030",1.0,-3.9
"4513330","Charleston city","Berkeley, Charleston",97.0,74,"106,712","1,100.2","97,514","91,686",227,248,226,9.4,6.4
"4516000","Columbia city","Lexington, Richland",125.2,51,"117,088",935.1,"115,984","116,452",202,192,158,1.0,-0.4
"4525810","Florence city","Florence",17.7,720,"31,269","1,766.6","30,588","30,722","1,061","1,034",900,2.2,-0.4
"4529815","Goose Creek city","Berkeley, Charleston",31.7,382,"32,516","1,026.1","30,163","26,626","1,018","1,047","1,032",7.8,13.3
"4530850","Greenville city","Greenville",26.1,490,"56,676","2,174.0","56,078","58,286",573,527,418,1.1,-3.8
"4534045","Hilton Head Island town","Beaufort",42.1,252,"34,497",820.2,"33,858","23,692",973,940,"1,119",1.9,42.9
"4548535","Mount Pleasant town","Charleston",41.9,253,"57,932","1,383.0","48,105","31,536",552,645,873,20.4,52.5
"4550875","North Charleston city","Berkeley, Charleston, Dorchester",58.5,153,"86,313","1,474.4","81,203","86,483",320,327,246,6.3,-6.1
"4561405","Rock Hill city","York",31.0,392,"59,554","1,919.2","49,960","43,002",533,615,618,19.2,16.2
"4568290","Spartanburg city","Spartanburg",19.2,676,"38,379","2,004.1","39,860","44,155",871,795,602,-3.7,-9.7
"4570270","Summerville town","Berkeley, Charleston, Dorchester",15.4,797,"37,714","2,455.3","27,918","23,289",884,"1,125","1,122",35.1,19.9
"4570405","Sumter city","Sumter",26.6,476,"39,679","1,492.3","40,499","43,500",836,778,609,-2.0,-6.9
"4600000","SOUTH DAKOTA",,"75,884.6","(X)","775,933",10.2,"754,840","696,004","(X)","(X)","(X)",2.8,8.5
"4652980","Rapid City city","Pennington",44.6,229,"62,167","1,394.2","59,648","55,553",496,485,446,4.2,7.4
"4659020","Sioux Falls city","Lincoln, Minnehaha",56.3,161,"139,517","2,477.2","124,650","101,720",167,174,195,11.9,22.5
"4700000","TENNESSEE",,"41,217.1","(X)","5,962,959",144.7,"5,689,262","4,877,203","(X)","(X)","(X)",4.8,16.7
"4703440","Bartlett city","Shelby",19.1,683,"43,263","2,267.5","40,624","28,042",775,775,979,6.5,44.9
"4708280","Brentwood city","Williamson",34.7,334,"32,426",935.8,"26,104","16,926","1,022","1,218","1,201",24.2,54.2
"4708540","Bristol city","Sullivan",29.4,420,"24,994",851.6,"25,229","24,755","1,257","1,258","1,088",-0.9,1.9
"4714000","Chattanooga city","Hamilton, Marion",135.2,47,"154,762","1,144.6","156,057","152,926",143,130,114,-0.8,2.0
"4715160","Clarksville city","Montgomery",94.9,78,"112,878","1,189.9","103,473","77,659",211,227,288,9.1,33.2
"4715400","Cleveland city","Bradley",25.0,511,"38,186","1,530.5","37,357","32,522",874,856,851,2.2,14.9
"4716420","Collierville town","Shelby",24.6,522,"37,564","1,530.1","32,866","14,991",887,969,"1,213",14.3,119.2
"4716540","Columbia city","Maury",29.6,417,"33,777","1,141.1","33,202","28,773",987,958,955,1.7,15.4
"4716920","Cookeville city","Putnam",21.9,588,"27,743","1,269.1","25,913","22,220","1,174","1,228","1,145",7.1,16.6
"4727740","Franklin city","Williamson",30.0,410,"53,311","1,775.3","44,905","20,629",616,701,"1,162",18.7,117.7
"4728960","Germantown city","Shelby",17.6,724,"37,480","2,132.0","37,667","33,019",890,849,835,-0.5,14.1
"4733280","Hendersonville city","Sumner",27.3,453,"44,876","1,642.0","40,923","32,665",753,769,848,9.7,25.3
"4737640","Jackson city","Madison",49.5,198,"62,099","1,254.8","59,814","51,232",498,482,506,3.8,16.8
"4738320","Johnson City city","Carter, Sullivan, Washington",39.3,278,"58,718","1,495.2","55,485","51,989",544,542,496,5.8,6.7
"4739560","Kingsport city","Hawkins, Sullivan",44.1,234,"44,130","1,001.4","45,052","42,357",763,699,627,-2.0,6.4
"4740000","Knoxville city","Knox",92.7,83,"180,130","1,944.0","175,368","173,820",119,118,98,2.7,0.9
"4748000","Memphis city","Shelby",279.3,21,"672,277","2,406.8","682,953","663,575",17,16,15,-1.6,2.9
"4750280","Morristown city","Hamblen, Jefferson",20.9,630,"26,187","1,253.0","25,720","23,012","1,229","1,239","1,133",1.8,11.8
"4751560","Murfreesboro city","Rutherford",39.0,282,"86,793","2,226.0","69,443","46,390",316,401,564,25.0,49.7
"4752006","Nashville-Davidson (balance)","Davidson",473.3,8,"549,110","1,160.1","545,537","488,224",28,27,26,0.7,11.7
"4755120","Oak Ridge city","Anderson, Roane",85.6,87,"27,297",319.1,"27,387","27,322","1,190","1,155","1,001",-0.3,0.2
"4769420","Smyrna town","Rutherford",22.8,565,"33,497","1,467.2","27,191","16,279",993,"1,164","1,204",23.2,67.0
"4800000","TEXAS",,"261,797.1","(X)","22,859,968",87.3,"20,851,792","16,986,335","(X)","(X)","(X)",9.6,22.8
"4801000","Abilene city","Jones, Taylor",105.1,67,"114,757","1,091.6","115,930","106,785",206,194,183,-1.0,8.6
"4801924","Allen city","Collin",26.3,485,"69,222","2,628.0","43,619","19,433",434,721,"1,177",58.7,124.5
"4803000","Amarillo city","Potter, Randall",89.9,84,"183,021","2,036.7","173,608","157,680",118,120,111,5.4,10.1
"4804000","Arlington city","Tarrant",95.8,76,"362,805","3,786.3","333,202","261,973",50,54,60,8.9,27.2
"4805000","Austin city","Hays, Travis, Williamson",251.5,22,"690,252","2,744.3","659,829","497,091",16,17,24,4.6,32.7
"4806128","Baytown city","Chambers, Harris",32.7,369,"68,371","2,094.1","66,477","64,207",440,423,371,2.8,3.5
"4807000","Beaumont city","Jefferson",85.0,89,"111,799","1,315.1","113,698","114,233",215,198,162,-1.7,-0.5
"4807132","Bedford city","Tarrant",10.0,"1,011","48,390","4,839.0","47,152","43,768",689,662,606,2.6,7.7
"4808236","Big Spring city","Howard",19.1,680,"24,253","1,269.1","25,233","23,106","1,265","1,257","1,131",-3.9,9.2
"4810768","Brownsville city","Cameron",80.4,95,"167,493","2,083.2","142,120","114,487",132,150,160,17.9,24.1
"4810912","Bryan city","Brazos",43.3,239,"66,306","1,529.9","65,668","55,545",460,429,447,1.0,18.2
"4813024","Carrollton city","Collin, Dallas, Denton",36.5,308,"118,870","3,259.4","109,572","82,211",197,208,265,8.5,33.3
"4813492","Cedar Hill city","Dallas, Ellis",35.2,328,"41,582","1,183.0","32,110","20,231",798,987,"1,171",29.5,58.7
"4813552","Cedar Park city","Travis, Williamson",17.0,741,"48,139","2,836.7","26,075","8,976",692,"1,219","1,225",84.6,190.5
"4815364","Cleburne city","Johnson",27.8,445,"29,184","1,050.2","26,061","22,775","1,129","1,220","1,139",12.0,14.4
"4815976","College Station city","Brazos",40.3,269,"72,388","1,798.0","68,238","53,013",409,411,481,6.1,28.7
"4816432","Conroe city","Montgomery",37.8,291,"47,042","1,244.8","38,632","29,792",723,825,929,21.8,29.7
"4816612","Coppell city","Dallas, Denton",14.9,812,"38,704","2,602.8","35,958","17,095",857,885,"1,199",7.6,110.3
"4816624","Copperas Cove city","Bell, Coryell, Lampasas",13.9,845,"30,643","2,199.8","29,592","24,324","1,085","1,071","1,100",3.6,21.7
"4817000","Corpus Christi city","Aransas, Kleberg, Nueces, San Patricio",154.6,38,"283,474","1,833.1","277,499","258,340",64,62,63,2.2,7.4
"4819000","Dallas city","Collin, Dallas, Denton, Kaufman, Rockwall",342.5,13,"1,213,825","3,543.6","1,188,623","1,006,964",9,8,8,2.1,18.0
