"year","month","abbr","length","start"
2007,12,"PULAYAVR","2","279"
2008,1,"PULAYAVR","2","279"
2008,2,"PULAYAVR","2","279"
2008,3,"PULAYAVR","2","279"
2008,4,"PULAYAVR","2","279"
2008,5,"PULAYAVR","2","279"
2008,6,"PULAYAVR","2","279"
2008,7,"PULAYAVR","2","279"
2008,8,"PULAYAVR","2","279"
2008,9,"PULAYAVR","2","279"
2008,10,"PULAYAVR","2","279"
2008,11,"PULAYAVR","2","279"
2008,12,"PULAYAVR","2","279"
2007,1,"PELAYLK","2","281"
2007,2,"PELAYLK","2","281"
2007,3,"PELAYLK","2","281"
2007,4,"PELAYLK","2","281"
2007,5,"PELAYLK","2","281"
2007,6,"PELAYLK","2","281"
2007,7,"PELAYLK","2","281"
2007,8,"PELAYLK","2","281"
2007,9,"PELAYLK","2","281"
2007,10,"PELAYLK","2","281"
2007,11,"PELAYLK","2","281"
2007,12,"PELAYLK","2","281"
2008,1,"PELAYLK","2","281"
2008,2,"PELAYLK","2","281"
2008,3,"PELAYLK","2","281"
2008,4,"PELAYLK","2","281"
2008,5,"PELAYLK","2","281"
2008,6,"PELAYLK","2","281"
2008,7,"PELAYLK","2","281"
2008,8,"PELAYLK","2","281"
2008,9,"PELAYLK","2","281"
2008,10,"PELAYLK","2","281"
2008,11,"PELAYLK","2","281"
2008,12,"PELAYLK","2","281"
2007,1,"PELAYDUR","3","283"
2007,2,"PELAYDUR","3","283"
2007,3,"PELAYDUR","3","283"
2007,4,"PELAYDUR","3","283"
2007,5,"PELAYDUR","3","283"
2007,6,"PELAYDUR","3","283"
2007,7,"PELAYDUR","3","283"
2007,8,"PELAYDUR","3","283"
2007,9,"PELAYDUR","3","283"
2007,10,"PELAYDUR","3","283"
2007,11,"PELAYDUR","3","283"
2007,12,"PELAYDUR","3","283"
2008,1,"PELAYDUR","3","283"
2008,2,"PELAYDUR","3","283"
2008,3,"PELAYDUR","3","283"
2008,4,"PELAYDUR","3","283"
2008,5,"PELAYDUR","3","283"
2008,6,"PELAYDUR","3","283"
2008,7,"PELAYDUR","3","283"
2008,8,"PELAYDUR","3","283"
2008,9,"PELAYDUR","3","283"
2008,10,"PELAYDUR","3","283"
2008,11,"PELAYDUR","3","283"
2008,12,"PELAYDUR","3","283"
2007,1,"PELAYFTO","2","286"
2007,2,"PELAYFTO","2","286"
2007,3,"PELAYFTO","2","286"
2007,4,"PELAYFTO","2","286"
2007,5,"PELAYFTO","2","286"
2007,6,"PELAYFTO","2","286"
2007,7,"PELAYFTO","2","286"
2007,8,"PELAYFTO","2","286"
2007,9,"PELAYFTO","2","286"
2007,10,"PELAYFTO","2","286"
2007,11,"PELAYFTO","2","286"
2007,12,"PELAYFTO","2","286"
2008,1,"PELAYFTO","2","286"
2008,2,"PELAYFTO","2","286"
2008,3,"PELAYFTO","2","286"
2008,4,"PELAYFTO","2","286"
2008,5,"PELAYFTO","2","286"
2008,6,"PELAYFTO","2","286"
2008,7,"PELAYFTO","2","286"
2008,8,"PELAYFTO","2","286"
2008,9,"PELAYFTO","2","286"
2008,10,"PELAYFTO","2","286"
2008,11,"PELAYFTO","2","286"
2008,12,"PELAYFTO","2","286"
2007,1,"PULAYCK1","2","288"
2007,2,"PULAYCK1","2","288"
2007,3,"PULAYCK1","2","288"
2007,4,"PULAYCK1","2","288"
2007,5,"PULAYCK1","2","288"
2007,6,"PULAYCK1","2","288"
2007,7,"PULAYCK1","2","288"
2007,8,"PULAYCK1","2","288"
2007,9,"PULAYCK1","2","288"
2007,10,"PULAYCK1","2","288"
2007,11,"PULAYCK1","2","288"
2007,12,"PULAYCK1","2","288"
2008,1,"PULAYCK1","2","288"
2008,2,"PULAYCK1","2","288"
2008,3,"PULAYCK1","2","288"
2008,4,"PULAYCK1","2","288"
2008,5,"PULAYCK1","2","288"
2008,6,"PULAYCK1","2","288"
2008,7,"PULAYCK1","2","288"
2008,8,"PULAYCK1","2","288"
2008,9,"PULAYCK1","2","288"
2008,10,"PULAYCK1","2","288"
2008,11,"PULAYCK1","2","288"
2008,12,"PULAYCK1","2","288"
2007,1,"PULAYCK2","2","290"
2007,2,"PULAYCK2","2","290"
2007,3,"PULAYCK2","2","290"
2007,4,"PULAYCK2","2","290"
2007,5,"PULAYCK2","2","290"
2007,6,"PULAYCK2","2","290"
2007,7,"PULAYCK2","2","290"
2007,8,"PULAYCK2","2","290"
2007,9,"PULAYCK2","2","290"
2007,10,"PULAYCK2","2","290"
2007,11,"PULAYCK2","2","290"
2007,12,"PULAYCK2","2","290"
2008,1,"PULAYCK2","2","290"
2008,2,"PULAYCK2","2","290"
2008,3,"PULAYCK2","2","290"
2008,4,"PULAYCK2","2","290"
2008,5,"PULAYCK2","2","290"
2008,6,"PULAYCK2","2","290"
2008,7,"PULAYCK2","2","290"
2008,8,"PULAYCK2","2","290"
2008,9,"PULAYCK2","2","290"
2008,10,"PULAYCK2","2","290"
2008,11,"PULAYCK2","2","290"
2008,12,"PULAYCK2","2","290"
2007,1,"PULAYCK3","2","292"
2007,2,"PULAYCK3","2","292"
2007,3,"PULAYCK3","2","292"
2007,4,"PULAYCK3","2","292"
2007,5,"PULAYCK3","2","292"
2007,6,"PULAYCK3","2","292"
2007,7,"PULAYCK3","2","292"
2007,8,"PULAYCK3","2","292"
2007,9,"PULAYCK3","2","292"
2007,10,"PULAYCK3","2","292"
2007,11,"PULAYCK3","2","292"
2007,12,"PULAYCK3","2","292"
2008,1,"PULAYCK3","2","292"
2008,2,"PULAYCK3","2","292"
2008,3,"PULAYCK3","2","292"
2008,4,"PULAYCK3","2","292"
2008,5,"PULAYCK3","2","292"
2008,6,"PULAYCK3","2","292"
2008,7,"PULAYCK3","2","292"
2008,8,"PULAYCK3","2","292"
2008,9,"PULAYCK3","2","292"
2008,10,"PULAYCK3","2","292"
2008,11,"PULAYCK3","2","292"
2008,12,"PULAYCK3","2","292"
2007,1,"PULK","2","294"
2007,2,"PULK","2","294"
2007,3,"PULK","2","294"
2007,4,"PULK","2","294"
2007,5,"PULK","2","294"
2007,6,"PULK","2","294"
2007,7,"PULK","2","294"
2007,8,"PULK","2","294"
2007,9,"PULK","2","294"
2007,10,"PULK","2","294"
2007,11,"PULK","2","294"
2007,12,"PULK","2","294"
2008,1,"PULK","2","294"
2008,2,"PULK","2","294"
2008,3,"PULK","2","294"
2008,4,"PULK","2","294"
2008,5,"PULK","2","294"
2008,6,"PULK","2","294"
2008,7,"PULK","2","294"
2008,8,"PULK","2","294"
2008,9,"PULK","2","294"
2008,10,"PULK","2","294"
2008,11,"PULK","2","294"
2008,12,"PULK","2","294"
2007,1,"PELKM1","2","296"
2007,2,"PELKM1","2","296"
2007,3,"PELKM1","2","296"
2007,4,"PELKM1","2","296"
2007,5,"PELKM1","2","296"
2007,6,"PELKM1","2","296"
2007,7,"PELKM1","2","296"
2007,8,"PELKM1","2","296"
2007,9,"PELKM1","2","296"
2007,10,"PELKM1","2","296"
2007,11,"PELKM1","2","296"
2007,12,"PELKM1","2","296"
2008,1,"PELKM1","2","296"
2008,2,"PELKM1","2","296"
2008,3,"PELKM1","2","296"
2008,4,"PELKM1","2","296"
2008,5,"PELKM1","2","296"
2008,6,"PELKM1","2","296"
2008,7,"PELKM1","2","296"
2008,8,"PELKM1","2","296"
2008,9,"PELKM1","2","296"
2008,10,"PELKM1","2","296"
2008,11,"PELKM1","2","296"
2008,12,"PELKM1","2","296"
2007,1,"PULKM2","2","298"
2007,2,"PULKM2","2","298"
2007,3,"PULKM2","2","298"
2007,4,"PULKM2","2","298"
2007,5,"PULKM2","2","298"
2007,6,"PULKM2","2","298"
2007,7,"PULKM2","2","298"
2007,8,"PULKM2","2","298"
2007,9,"PULKM2","2","298"
2007,10,"PULKM2","2","298"
2007,11,"PULKM2","2","298"
2007,12,"PULKM2","2","298"
2008,1,"PULKM2","2","298"
2008,2,"PULKM2","2","298"
2008,3,"PULKM2","2","298"
2008,4,"PULKM2","2","298"
2008,5,"PULKM2","2","298"
2008,6,"PULKM2","2","298"
2008,7,"PULKM2","2","298"
2008,8,"PULKM2","2","298"
2008,9,"PULKM2","2","298"
2008,10,"PULKM2","2","298"
2008,11,"PULKM2","2","298"
2008,12,"PULKM2","2","298"
2007,1,"PULKM3","2","300"
2007,2,"PULKM3","2","300"
2007,3,"PULKM3","2","300"
2007,4,"PULKM3","2","300"
2007,5,"PULKM3","2","300"
2007,6,"PULKM3","2","300"
2007,7,"PULKM3","2","300"
2007,8,"PULKM3","2","300"
2007,9,"PULKM3","2","300"
2007,10,"PULKM3","2","300"
2007,11,"PULKM3","2","300"
2007,12,"PULKM3","2","300"
2008,1,"PULKM3","2","300"
2008,2,"PULKM3","2","300"
2008,3,"PULKM3","2","300"
2008,4,"PULKM3","2","300"
2008,5,"PULKM3","2","300"
2008,6,"PULKM3","2","300"
2008,7,"PULKM3","2","300"
2008,8,"PULKM3","2","300"
2008,9,"PULKM3","2","300"
2008,10,"PULKM3","2","300"
2008,11,"PULKM3","2","300"
2008,12,"PULKM3","2","300"
2007,1,"PULKM4","2","302"
2007,2,"PULKM4","2","302"
2007,3,"PULKM4","2","302"
2007,4,"PULKM4","2","302"
2007,5,"PULKM4","2","302"
2007,6,"PULKM4","2","302"
2007,7,"PULKM4","2","302"
2007,8,"PULKM4","2","302"
2007,9,"PULKM4","2","302"
2007,10,"PULKM4","2","302"
2007,11,"PULKM4","2","302"
2007,12,"PULKM4","2","302"
2008,1,"PULKM4","2","302"
2008,2,"PULKM4","2","302"
2008,3,"PULKM4","2","302"
2008,4,"PULKM4","2","302"
2008,5,"PULKM4","2","302"
2008,6,"PULKM4","2","302"
2008,7,"PULKM4","2","302"
2008,8,"PULKM4","2","302"
2008,9,"PULKM4","2","302"
2008,10,"PULKM4","2","302"
2008,11,"PULKM4","2","302"
2008,12,"PULKM4","2","302"
2007,1,"PULKM5","2","304"
2007,2,"PULKM5","2","304"
2007,3,"PULKM5","2","304"
2007,4,"PULKM5","2","304"
2007,5,"PULKM5","2","304"
2007,6,"PULKM5","2","304"
2007,7,"PULKM5","2","304"
2007,8,"PULKM5","2","304"
2007,9,"PULKM5","2","304"
2007,10,"PULKM5","2","304"
2007,11,"PULKM5","2","304"
2007,12,"PULKM5","2","304"
2008,1,"PULKM5","2","304"
2008,2,"PULKM5","2","304"
2008,3,"PULKM5","2","304"
2008,4,"PULKM5","2","304"
2008,5,"PULKM5","2","304"
2008,6,"PULKM5","2","304"
2008,7,"PULKM5","2","304"
2008,8,"PULKM5","2","304"
2008,9,"PULKM5","2","304"
2008,10,"PULKM5","2","304"
2008,11,"PULKM5","2","304"
2008,12,"PULKM5","2","304"
2007,1,"PULKM6","2","306"
2007,2,"PULKM6","2","306"
2007,3,"PULKM6","2","306"
2007,4,"PULKM6","2","306"
2007,5,"PULKM6","2","306"
2007,6,"PULKM6","2","306"
2007,7,"PULKM6","2","306"
2007,8,"PULKM6","2","306"
2007,9,"PULKM6","2","306"
2007,10,"PULKM6","2","306"
2007,11,"PULKM6","2","306"
2007,12,"PULKM6","2","306"
2008,1,"PULKM6","2","306"
2008,2,"PULKM6","2","306"
2008,3,"PULKM6","2","306"
2008,4,"PULKM6","2","306"
2008,5,"PULKM6","2","306"
2008,6,"PULKM6","2","306"
2008,7,"PULKM6","2","306"
2008,8,"PULKM6","2","306"
2008,9,"PULKM6","2","306"
2008,10,"PULKM6","2","306"
2008,11,"PULKM6","2","306"
2008,12,"PULKM6","2","306"
2007,1,"PULKDK1","2","308"
2007,2,"PULKDK1","2","308"
2007,3,"PULKDK1","2","308"
2007,4,"PULKDK1","2","308"
2007,5,"PULKDK1","2","308"
2007,6,"PULKDK1","2","308"
2007,7,"PULKDK1","2","308"
2007,8,"PULKDK1","2","308"
2007,9,"PULKDK1","2","308"
2007,10,"PULKDK1","2","308"
2007,11,"PULKDK1","2","308"
2007,12,"PULKDK1","2","308"
2008,1,"PULKDK1","2","308"
2008,2,"PULKDK1","2","308"
2008,3,"PULKDK1","2","308"
2008,4,"PULKDK1","2","308"
2008,5,"PULKDK1","2","308"
2008,6,"PULKDK1","2","308"
2008,7,"PULKDK1","2","308"
2008,8,"PULKDK1","2","308"
2008,9,"PULKDK1","2","308"
2008,10,"PULKDK1","2","308"
2008,11,"PULKDK1","2","308"
2008,12,"PULKDK1","2","308"
2007,1,"PULKDK2","2","310"
2007,2,"PULKDK2","2","310"
2007,3,"PULKDK2","2","310"
2007,4,"PULKDK2","2","310"
2007,5,"PULKDK2","2","310"
2007,6,"PULKDK2","2","310"
2007,7,"PULKDK2","2","310"
2007,8,"PULKDK2","2","310"
2007,9,"PULKDK2","2","310"
2007,10,"PULKDK2","2","310"
2007,11,"PULKDK2","2","310"
2007,12,"PULKDK2","2","310"
2008,1,"PULKDK2","2","310"
2008,2,"PULKDK2","2","310"
2008,3,"PULKDK2","2","310"
2008,4,"PULKDK2","2","310"
2008,5,"PULKDK2","2","310"
2008,6,"PULKDK2","2","310"
2008,7,"PULKDK2","2","310"
2008,8,"PULKDK2","2","310"
2008,9,"PULKDK2","2","310"
2008,10,"PULKDK2","2","310"
2008,11,"PULKDK2","2","310"
2008,12,"PULKDK2","2","310"
2007,1,"PULKDK3","2","312"
2007,2,"PULKDK3","2","312"
2007,3,"PULKDK3","2","312"
2007,4,"PULKDK3","2","312"
2007,5,"PULKDK3","2","312"
2007,6,"PULKDK3","2","312"
2007,7,"PULKDK3","2","312"
2007,8,"PULKDK3","2","312"
2007,9,"PULKDK3","2","312"
2007,10,"PULKDK3","2","312"
2007,11,"PULKDK3","2","312"
2007,12,"PULKDK3","2","312"
2008,1,"PULKDK3","2","312"
2008,2,"PULKDK3","2","312"
2008,3,"PULKDK3","2","312"
2008,4,"PULKDK3","2","312"
2008,5,"PULKDK3","2","312"
2008,6,"PULKDK3","2","312"
2008,7,"PULKDK3","2","312"
2008,8,"PULKDK3","2","312"
2008,9,"PULKDK3","2","312"
2008,10,"PULKDK3","2","312"
2008,11,"PULKDK3","2","312"
2008,12,"PULKDK3","2","312"
2007,1,"PULKDK4","2","314"
2007,2,"PULKDK4","2","314"
2007,3,"PULKDK4","2","314"
2007,4,"PULKDK4","2","314"
2007,5,"PULKDK4","2","314"
2007,6,"PULKDK4","2","314"
2007,7,"PULKDK4","2","314"
2007,8,"PULKDK4","2","314"
2007,9,"PULKDK4","2","314"
2007,10,"PULKDK4","2","314"
2007,11,"PULKDK4","2","314"
2007,12,"PULKDK4","2","314"
2008,1,"PULKDK4","2","314"
2008,2,"PULKDK4","2","314"
2008,3,"PULKDK4","2","314"
2008,4,"PULKDK4","2","314"
2008,5,"PULKDK4","2","314"
2008,6,"PULKDK4","2","314"
2008,7,"PULKDK4","2","314"
2008,8,"PULKDK4","2","314"
2008,9,"PULKDK4","2","314"
2008,10,"PULKDK4","2","314"
2008,11,"PULKDK4","2","314"
2008,12,"PULKDK4","2","314"
2007,1,"PULKDK5","2","316"
2007,2,"PULKDK5","2","316"
2007,3,"PULKDK5","2","316"
2007,4,"PULKDK5","2","316"
2007,5,"PULKDK5","2","316"
2007,6,"PULKDK5","2","316"
2007,7,"PULKDK5","2","316"
2007,8,"PULKDK5","2","316"
2007,9,"PULKDK5","2","316"
2007,10,"PULKDK5","2","316"
2007,11,"PULKDK5","2","316"
2007,12,"PULKDK5","2","316"
2008,1,"PULKDK5","2","316"
2008,2,"PULKDK5","2","316"
2008,3,"PULKDK5","2","316"
2008,4,"PULKDK5","2","316"
2008,5,"PULKDK5","2","316"
2008,6,"PULKDK5","2","316"
2008,7,"PULKDK5","2","316"
2008,8,"PULKDK5","2","316"
2008,9,"PULKDK5","2","316"
2008,10,"PULKDK5","2","316"
2008,11,"PULKDK5","2","316"
2008,12,"PULKDK5","2","316"
2007,1,"PULKDK6","2","318"
2007,2,"PULKDK6","2","318"
2007,3,"PULKDK6","2","318"
2007,4,"PULKDK6","2","318"
2007,5,"PULKDK6","2","318"
2007,6,"PULKDK6","2","318"
2007,7,"PULKDK6","2","318"
2007,8,"PULKDK6","2","318"
2007,9,"PULKDK6","2","318"
2007,10,"PULKDK6","2","318"
2007,11,"PULKDK6","2","318"
2007,12,"PULKDK6","2","318"
2008,1,"PULKDK6","2","318"
2008,2,"PULKDK6","2","318"
2008,3,"PULKDK6","2","318"
2008,4,"PULKDK6","2","318"
2008,5,"PULKDK6","2","318"
2008,6,"PULKDK6","2","318"
2008,7,"PULKDK6","2","318"
2008,8,"PULKDK6","2","318"
2008,9,"PULKDK6","2","318"
2008,10,"PULKDK6","2","318"
2008,11,"PULKDK6","2","318"
2008,12,"PULKDK6","2","318"
2007,1,"PULKPS1","2","320"
2007,2,"PULKPS1","2","320"
2007,3,"PULKPS1","2","320"
2007,4,"PULKPS1","2","320"
2007,5,"PULKPS1","2","320"
2007,6,"PULKPS1","2","320"
2007,7,"PULKPS1","2","320"
2007,8,"PULKPS1","2","320"
2007,9,"PULKPS1","2","320"
2007,10,"PULKPS1","2","320"
2007,11,"PULKPS1","2","320"
2007,12,"PULKPS1","2","320"
2008,1,"PULKPS1","2","320"
2008,2,"PULKPS1","2","320"
2008,3,"PULKPS1","2","320"
2008,4,"PULKPS1","2","320"
2008,5,"PULKPS1","2","320"
2008,6,"PULKPS1","2","320"
2008,7,"PULKPS1","2","320"
2008,8,"PULKPS1","2","320"
2008,9,"PULKPS1","2","320"
2008,10,"PULKPS1","2","320"
2008,11,"PULKPS1","2","320"
2008,12,"PULKPS1","2","320"
2007,1,"PULKPS2","2","322"
2007,2,"PULKPS2","2","322"
2007,3,"PULKPS2","2","322"
2007,4,"PULKPS2","2","322"
2007,5,"PULKPS2","2","322"
2007,6,"PULKPS2","2","322"
2007,7,"PULKPS2","2","322"
2007,8,"PULKPS2","2","322"
2007,9,"PULKPS2","2","322"
2007,10,"PULKPS2","2","322"
2007,11,"PULKPS2","2","322"
2007,12,"PULKPS2","2","322"
2008,1,"PULKPS2","2","322"
2008,2,"PULKPS2","2","322"
2008,3,"PULKPS2","2","322"
2008,4,"PULKPS2","2","322"
2008,5,"PULKPS2","2","322"
2008,6,"PULKPS2","2","322"
2008,7,"PULKPS2","2","322"
2008,8,"PULKPS2","2","322"
2008,9,"PULKPS2","2","322"
2008,10,"PULKPS2","2","322"
2008,11,"PULKPS2","2","322"
2008,12,"PULKPS2","2","322"
2007,1,"PULKPS3","2","324"
2007,2,"PULKPS3","2","324"
2007,3,"PULKPS3","2","324"
2007,4,"PULKPS3","2","324"
2007,5,"PULKPS3","2","324"
2007,6,"PULKPS3","2","324"
2007,7,"PULKPS3","2","324"
2007,8,"PULKPS3","2","324"
2007,9,"PULKPS3","2","324"
2007,10,"PULKPS3","2","324"
2007,11,"PULKPS3","2","324"
2007,12,"PULKPS3","2","324"
2008,1,"PULKPS3","2","324"
2008,2,"PULKPS3","2","324"
2008,3,"PULKPS3","2","324"
2008,4,"PULKPS3","2","324"
2008,5,"PULKPS3","2","324"
2008,6,"PULKPS3","2","324"
2008,7,"PULKPS3","2","324"
2008,8,"PULKPS3","2","324"
2008,9,"PULKPS3","2","324"
2008,10,"PULKPS3","2","324"
2008,11,"PULKPS3","2","324"
2008,12,"PULKPS3","2","324"
2007,1,"PULKPS4","2","326"
2007,2,"PULKPS4","2","326"
2007,3,"PULKPS4","2","326"
2007,4,"PULKPS4","2","326"
2007,5,"PULKPS4","2","326"
2007,6,"PULKPS4","2","326"
2007,7,"PULKPS4","2","326"
2007,8,"PULKPS4","2","326"
2007,9,"PULKPS4","2","326"
2007,10,"PULKPS4","2","326"
2007,11,"PULKPS4","2","326"
2007,12,"PULKPS4","2","326"
2008,1,"PULKPS4","2","326"
2008,2,"PULKPS4","2","326"
2008,3,"PULKPS4","2","326"
2008,4,"PULKPS4","2","326"
2008,5,"PULKPS4","2","326"
2008,6,"PULKPS4","2","326"
2008,7,"PULKPS4","2","326"
2008,8,"PULKPS4","2","326"
2008,9,"PULKPS4","2","326"
2008,10,"PULKPS4","2","326"
2008,11,"PULKPS4","2","326"
2008,12,"PULKPS4","2","326"
2007,1,"PULKPS5","2","328"
2007,2,"PULKPS5","2","328"
2007,3,"PULKPS5","2","328"
2007,4,"PULKPS5","2","328"
2007,5,"PULKPS5","2","328"
2007,6,"PULKPS5","2","328"
2007,7,"PULKPS5","2","328"
2007,8,"PULKPS5","2","328"
2007,9,"PULKPS5","2","328"
2007,10,"PULKPS5","2","328"
2007,11,"PULKPS5","2","328"
2007,12,"PULKPS5","2","328"
2008,1,"PULKPS5","2","328"
2008,2,"PULKPS5","2","328"
2008,3,"PULKPS5","2","328"
2008,4,"PULKPS5","2","328"
2008,5,"PULKPS5","2","328"
2008,6,"PULKPS5","2","328"
2008,7,"PULKPS5","2","328"
2008,8,"PULKPS5","2","328"
2008,9,"PULKPS5","2","328"
2008,10,"PULKPS5","2","328"
2008,11,"PULKPS5","2","328"
2008,12,"PULKPS5","2","328"
2007,1,"PULKPS6","2","330"
2007,2,"PULKPS6","2","330"
2007,3,"PULKPS6","2","330"
2007,4,"PULKPS6","2","330"
2007,5,"PULKPS6","2","330"
2007,6,"PULKPS6","2","330"
2007,7,"PULKPS6","2","330"
2007,8,"PULKPS6","2","330"
2007,9,"PULKPS6","2","330"
2007,10,"PULKPS6","2","330"
2007,11,"PULKPS6","2","330"
2007,12,"PULKPS6","2","330"
2008,1,"PULKPS6","2","330"
2008,2,"PULKPS6","2","330"
2008,3,"PULKPS6","2","330"
2008,4,"PULKPS6","2","330"
2008,5,"PULKPS6","2","330"
2008,6,"PULKPS6","2","330"
2008,7,"PULKPS6","2","330"
2008,8,"PULKPS6","2","330"
2008,9,"PULKPS6","2","330"
2008,10,"PULKPS6","2","330"
2008,11,"PULKPS6","2","330"
2008,12,"PULKPS6","2","330"
2007,1,"PELKAVL","2","332"
2007,2,"PELKAVL","2","332"
2007,3,"PELKAVL","2","332"
2007,4,"PELKAVL","2","332"
2007,5,"PELKAVL","2","332"
2007,6,"PELKAVL","2","332"
2007,7,"PELKAVL","2","332"
2007,8,"PELKAVL","2","332"
2007,9,"PELKAVL","2","332"
2007,10,"PELKAVL","2","332"
2007,11,"PELKAVL","2","332"
2007,12,"PELKAVL","2","332"
2008,1,"PELKAVL","2","332"
2008,2,"PELKAVL","2","332"
2008,3,"PELKAVL","2","332"
2008,4,"PELKAVL","2","332"
2008,5,"PELKAVL","2","332"
2008,6,"PELKAVL","2","332"
2008,7,"PELKAVL","2","332"
2008,8,"PELKAVL","2","332"
2008,9,"PELKAVL","2","332"
2008,10,"PELKAVL","2","332"
2008,11,"PELKAVL","2","332"
2008,12,"PELKAVL","2","332"
2007,1,"PULKAVR","2","334"
2007,2,"PULKAVR","2","334"
2007,3,"PULKAVR","2","334"
2007,4,"PULKAVR","2","334"
2007,5,"PULKAVR","2","334"
2007,6,"PULKAVR","2","334"
2007,7,"PULKAVR","2","334"
2007,8,"PULKAVR","2","334"
2007,9,"PULKAVR","2","334"
2007,10,"PULKAVR","2","334"
2007,11,"PULKAVR","2","334"
2007,12,"PULKAVR","2","334"
2008,1,"PULKAVR","2","334"
2008,2,"PULKAVR","2","334"
2008,3,"PULKAVR","2","334"
2008,4,"PULKAVR","2","334"
2008,5,"PULKAVR","2","334"
2008,6,"PULKAVR","2","334"
2008,7,"PULKAVR","2","334"
2008,8,"PULKAVR","2","334"
2008,9,"PULKAVR","2","334"
2008,10,"PULKAVR","2","334"
2008,11,"PULKAVR","2","334"
2008,12,"PULKAVR","2","334"
2007,1,"PELKLL1O","2","336"
2007,2,"PELKLL1O","2","336"
2007,3,"PELKLL1O","2","336"
2007,4,"PELKLL1O","2","336"
2007,5,"PELKLL1O","2","336"
2007,6,"PELKLL1O","2","336"
2007,7,"PELKLL1O","2","336"
2007,8,"PELKLL1O","2","336"
2007,9,"PELKLL1O","2","336"
2007,10,"PELKLL1O","2","336"
2007,11,"PELKLL1O","2","336"
2007,12,"PELKLL1O","2","336"
2008,1,"PELKLL1O","2","336"
2008,2,"PELKLL1O","2","336"
2008,3,"PELKLL1O","2","336"
2008,4,"PELKLL1O","2","336"
2008,5,"PELKLL1O","2","336"
2008,6,"PELKLL1O","2","336"
2008,7,"PELKLL1O","2","336"
2008,8,"PELKLL1O","2","336"
2008,9,"PELKLL1O","2","336"
2008,10,"PELKLL1O","2","336"
2008,11,"PELKLL1O","2","336"
2008,12,"PELKLL1O","2","336"
2007,1,"PELKLL2O","2","338"
2007,2,"PELKLL2O","2","338"
2007,3,"PELKLL2O","2","338"
2007,4,"PELKLL2O","2","338"
2007,5,"PELKLL2O","2","338"
2007,6,"PELKLL2O","2","338"
2007,7,"PELKLL2O","2","338"
2007,8,"PELKLL2O","2","338"
2007,9,"PELKLL2O","2","338"
2007,10,"PELKLL2O","2","338"
2007,11,"PELKLL2O","2","338"
2007,12,"PELKLL2O","2","338"
2008,1,"PELKLL2O","2","338"
2008,2,"PELKLL2O","2","338"
2008,3,"PELKLL2O","2","338"
2008,4,"PELKLL2O","2","338"
2008,5,"PELKLL2O","2","338"
2008,6,"PELKLL2O","2","338"
2008,7,"PELKLL2O","2","338"
2008,8,"PELKLL2O","2","338"
2008,9,"PELKLL2O","2","338"
2008,10,"PELKLL2O","2","338"
2008,11,"PELKLL2O","2","338"
2008,12,"PELKLL2O","2","338"
2007,1,"PELKLWO","2","340"
2007,2,"PELKLWO","2","340"
2007,3,"PELKLWO","2","340"
2007,4,"PELKLWO","2","340"
2007,5,"PELKLWO","2","340"
2007,6,"PELKLWO","2","340"
2007,7,"PELKLWO","2","340"
2007,8,"PELKLWO","2","340"
2007,9,"PELKLWO","2","340"
2007,10,"PELKLWO","2","340"
2007,11,"PELKLWO","2","340"
2007,12,"PELKLWO","2","340"
2008,1,"PELKLWO","2","340"
2008,2,"PELKLWO","2","340"
2008,3,"PELKLWO","2","340"
2008,4,"PELKLWO","2","340"
2008,5,"PELKLWO","2","340"
2008,6,"PELKLWO","2","340"
2008,7,"PELKLWO","2","340"
2008,8,"PELKLWO","2","340"
2008,9,"PELKLWO","2","340"
2008,10,"PELKLWO","2","340"
2008,11,"PELKLWO","2","340"
2008,12,"PELKLWO","2","340"
2007,1,"PELKDUR","3","342"
2007,2,"PELKDUR","3","342"
2007,3,"PELKDUR","3","342"
2007,4,"PELKDUR","3","342"
2007,5,"PELKDUR","3","342"
2007,6,"PELKDUR","3","342"
2007,7,"PELKDUR","3","342"
2007,8,"PELKDUR","3","342"
2007,9,"PELKDUR","3","342"
2007,10,"PELKDUR","3","342"
2007,11,"PELKDUR","3","342"
2007,12,"PELKDUR","3","342"
2008,1,"PELKDUR","3","342"
2008,2,"PELKDUR","3","342"
2008,3,"PELKDUR","3","342"
2008,4,"PELKDUR","3","342"
2008,5,"PELKDUR","3","342"
2008,6,"PELKDUR","3","342"
2008,7,"PELKDUR","3","342"
2008,8,"PELKDUR","3","342"
2008,9,"PELKDUR","3","342"
2008,10,"PELKDUR","3","342"
2008,11,"PELKDUR","3","342"
2008,12,"PELKDUR","3","342"
2007,1,"PELKFTO","2","345"
2007,2,"PELKFTO","2","345"
2007,3,"PELKFTO","2","345"
2007,4,"PELKFTO","2","345"
2007,5,"PELKFTO","2","345"
2007,6,"PELKFTO","2","345"
2007,7,"PELKFTO","2","345"
2007,8,"PELKFTO","2","345"
2007,9,"PELKFTO","2","345"
2007,10,"PELKFTO","2","345"
2007,11,"PELKFTO","2","345"
2007,12,"PELKFTO","2","345"
2008,1,"PELKFTO","2","345"
2008,2,"PELKFTO","2","345"
2008,3,"PELKFTO","2","345"
2008,4,"PELKFTO","2","345"
2008,5,"PELKFTO","2","345"
2008,6,"PELKFTO","2","345"
2008,7,"PELKFTO","2","345"
2008,8,"PELKFTO","2","345"
2008,9,"PELKFTO","2","345"
