fips,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,State,county,CouSub,pop2000,countyname,CBSASub,Areaname,state_alpha
4604999999,389,402,529,710,815,46,49,99999,2640,Faulk County,NCNTY46049N46049,"Faulk County, SD",SD
4605199999,354,424,547,728,876,46,51,99999,7847,Grant County,NCNTY46051N46051,"Grant County, SD",SD
4605399999,362,403,530,669,741,46,53,99999,4792,Gregory County,NCNTY46053N46053,"Gregory County, SD",SD
4605599999,394,416,529,701,810,46,55,99999,2196,Haakon County,NCNTY46055N46055,"Haakon County, SD",SD
4605799999,354,424,547,728,876,46,57,99999,5540,Hamlin County,NCNTY46057N46057,"Hamlin County, SD",SD
4605999999,389,402,529,710,815,46,59,99999,3741,Hand County,NCNTY46059N46059,"Hand County, SD",SD
4606199999,362,403,530,669,741,46,61,99999,3139,Hanson County,NCNTY46061N46061,"Hanson County, SD",SD
4606399999,394,416,529,701,810,46,63,99999,1353,Harding County,NCNTY46063N46063,"Harding County, SD",SD
4606599999,398,441,546,689,711,46,65,99999,16481,Hughes County,NCNTY46065N46065,"Hughes County, SD",SD
4606799999,362,403,530,669,741,46,67,99999,8075,Hutchinson County,NCNTY46067N46067,"Hutchinson County, SD",SD
4606999999,362,403,530,669,741,46,69,99999,1671,Hyde County,NCNTY46069N46069,"Hyde County, SD",SD
4607199999,394,416,529,701,810,46,71,99999,2930,Jackson County,NCNTY46071N46071,"Jackson County, SD",SD
4607399999,389,402,529,710,815,46,73,99999,2295,Jerauld County,NCNTY46073N46073,"Jerauld County, SD",SD
4607599999,394,416,529,701,810,46,75,99999,1193,Jones County,NCNTY46075N46075,"Jones County, SD",SD
4607799999,354,424,547,728,876,46,77,99999,5815,Kingsbury County,NCNTY46077N46077,"Kingsbury County, SD",SD
4607999999,354,424,547,728,876,46,79,99999,11276,Lake County,NCNTY46079N46079,"Lake County, SD",SD
4608199999,380,455,580,779,819,46,81,99999,21802,Lawrence County,NCNTY46081N46081,"Lawrence County, SD",SD
4608399999,541,556,702,906,1064,46,83,99999,24131,Lincoln County,METRO43620M43620,"Sioux Falls, SD MSA",SD
4608599999,362,403,530,669,741,46,85,99999,3895,Lyman County,NCNTY46085N46085,"Lyman County, SD",SD
4608799999,541,556,702,906,1064,46,87,99999,5832,McCook County,METRO43620M43620,"Sioux Falls, SD MSA",SD
4608999999,389,402,529,710,815,46,89,99999,2904,McPherson County,NCNTY46089N46089,"McPherson County, SD",SD
4609199999,389,402,529,710,815,46,91,99999,4576,Marshall County,NCNTY46091N46091,"Marshall County, SD",SD
4609399999,360,461,558,811,864,46,93,99999,24253,Meade County,METRO39660N46093,"Meade County, SD HUD Metro FMR Area",SD
4609599999,394,416,529,701,810,46,95,99999,2083,Mellette County,NCNTY46095N46095,"Mellette County, SD",SD
4609799999,354,424,547,728,876,46,97,99999,2884,Miner County,NCNTY46097N46097,"Miner County, SD",SD
4609999999,541,556,702,906,1064,46,99,99999,148281,Minnehaha County,METRO43620M43620,"Sioux Falls, SD MSA",SD
4610199999,354,424,547,728,876,46,101,99999,6595,Moody County,NCNTY46101N46101,"Moody County, SD",SD
4610399999,533,578,734,978,1007,46,103,99999,88565,Pennington County,METRO39660M39660,"Rapid City, SD HUD Metro FMR Area",SD
4610599999,394,416,529,701,810,46,105,99999,3363,Perkins County,NCNTY46105N46105,"Perkins County, SD",SD
4610799999,394,416,529,701,810,46,107,99999,2693,Potter County,NCNTY46107N46107,"Potter County, SD",SD
4610999999,389,402,529,710,815,46,109,99999,10016,Roberts County,NCNTY46109N46109,"Roberts County, SD",SD
4611199999,362,403,530,669,741,46,111,99999,2675,Sanborn County,NCNTY46111N46111,"Sanborn County, SD",SD
4611399999,394,416,529,701,810,46,113,99999,12466,Shannon County,NCNTY46113N46113,"Shannon County, SD",SD
4611599999,389,402,529,710,815,46,115,99999,7454,Spink County,NCNTY46115N46115,"Spink County, SD",SD
4611799999,362,403,530,669,741,46,117,99999,2772,Stanley County,NCNTY46117N46117,"Stanley County, SD",SD
4611999999,362,403,530,669,741,46,119,99999,1556,Sully County,NCNTY46119N46119,"Sully County, SD",SD
4612199999,394,416,529,701,810,46,121,99999,9050,Todd County,NCNTY46121N46121,"Todd County, SD",SD
4612399999,362,403,530,669,741,46,123,99999,6430,Tripp County,NCNTY46123N46123,"Tripp County, SD",SD
4612599999,541,556,702,906,1064,46,125,99999,8849,Turner County,METRO43620M43620,"Sioux Falls, SD MSA",SD
4612799999,441,516,677,852,908,46,127,99999,12584,Union County,METRO43580M43580,"Sioux City, IA-NE-SD MSA",SD
4612999999,389,402,529,710,815,46,129,99999,5974,Walworth County,NCNTY46129N46129,"Walworth County, SD",SD
4613599999,374,442,575,743,896,46,135,99999,21652,Yankton County,NCNTY46135N46135,"Yankton County, SD",SD
4613799999,394,416,529,701,810,46,137,99999,2519,Ziebach County,NCNTY46137N46137,"Ziebach County, SD",SD
4700199999,491,570,687,942,1002,47,1,99999,71330,Anderson County,METRO28940M28940,"Knoxville, TN MSA",TN
4700399999,541,563,652,819,844,47,3,99999,37586,Bedford County,NCNTY47003N47003,"Bedford County, TN",TN
4700599999,435,436,526,654,698,47,5,99999,16537,Benton County,NCNTY47005N47005,"Benton County, TN",TN
4700799999,419,423,508,679,700,47,7,99999,12367,Bledsoe County,NCNTY47007N47007,"Bledsoe County, TN",TN
4700999999,491,570,687,942,1002,47,9,99999,105823,Blount County,METRO28940M28940,"Knoxville, TN MSA",TN
4701199999,449,472,608,779,988,47,11,99999,87965,Bradley County,METRO17420M17420,"Cleveland, TN MSA",TN
4701399999,425,426,511,695,742,47,13,99999,39854,Campbell County,NCNTY47013N47013,"Campbell County, TN",TN
4701599999,591,659,759,1002,1073,47,15,99999,12826,Cannon County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4701799999,438,440,529,657,690,47,17,99999,29475,Carroll County,NCNTY47017N47017,"Carroll County, TN",TN
4701999999,384,467,584,723,929,47,19,99999,56742,Carter County,METRO27740M27740,"Johnson City, TN MSA",TN
4702199999,591,659,759,1002,1073,47,21,99999,35912,Cheatham County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4702399999,490,542,683,943,968,47,23,99999,15540,Chester County,METRO27180M27180,"Jackson, TN MSA",TN
4702599999,325,402,502,650,715,47,25,99999,29862,Claiborne County,NCNTY47025N47025,"Claiborne County, TN",TN
4702799999,410,411,522,688,708,47,27,99999,7976,Clay County,NCNTY47027N47027,"Clay County, TN",TN
4702999999,327,430,501,615,860,47,29,99999,33565,Cocke County,NCNTY47029N47029,"Cocke County, TN",TN
4703199999,486,488,584,780,1027,47,31,99999,48014,Coffee County,NCNTY47031N47031,"Coffee County, TN",TN
4703399999,416,450,501,674,695,47,33,99999,14532,Crockett County,NCNTY47033N47033,"Crockett County, TN",TN
4703599999,448,452,541,764,949,47,35,99999,46802,Cumberland County,NCNTY47035N47035,"Cumberland County, TN",TN
4703799999,591,659,759,1002,1073,47,37,99999,569891,Davidson County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4703999999,398,426,512,643,756,47,39,99999,11731,Decatur County,NCNTY47039N47039,"Decatur County, TN",TN
4704199999,419,420,506,709,733,47,41,99999,17423,DeKalb County,NCNTY47041N47041,"DeKalb County, TN",TN
4704399999,591,659,759,1002,1073,47,43,99999,43156,Dickson County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4704599999,476,477,574,764,824,47,45,99999,37279,Dyer County,NCNTY47045N47045,"Dyer County, TN",TN
4704799999,665,720,802,1069,1123,47,47,99999,28806,Fayette County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",TN
4704999999,410,411,522,688,708,47,49,99999,16625,Fentress County,NCNTY47049N47049,"Fentress County, TN",TN
4705199999,367,431,567,812,995,47,51,99999,39270,Franklin County,NCNTY47051N47051,"Franklin County, TN",TN
4705399999,431,432,521,643,716,47,53,99999,48152,Gibson County,NCNTY47053N47053,"Gibson County, TN",TN
4705599999,371,436,575,688,814,47,55,99999,29447,Giles County,NCNTY47055N47055,"Giles County, TN",TN
4705799999,455,457,553,738,886,47,57,99999,20659,Grainger County,METRO34100M34100,"Morristown, TN MSA",TN
4705999999,343,423,528,695,713,47,59,99999,62909,Greene County,NCNTY47059N47059,"Greene County, TN",TN
4706199999,419,423,508,679,700,47,61,99999,14332,Grundy County,NCNTY47061N47061,"Grundy County, TN",TN
4706399999,455,457,553,738,886,47,63,99999,58128,Hamblen County,METRO34100M34100,"Morristown, TN MSA",TN
4706599999,550,585,683,868,966,47,65,99999,307896,Hamilton County,METRO16860M16860,"Chattanooga, TN-GA MSA",TN
4706799999,419,420,505,637,734,47,67,99999,6786,Hancock County,NCNTY47067N47067,"Hancock County, TN",TN
4706999999,332,459,508,641,894,47,69,99999,28105,Hardeman County,NCNTY47069N47069,"Hardeman County, TN",TN
4707199999,345,397,501,673,878,47,71,99999,25578,Hardin County,NCNTY47071N47071,"Hardin County, TN",TN
4707399999,450,449,561,772,936,47,73,99999,53563,Hawkins County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",TN
4707599999,494,496,595,712,760,47,75,99999,19797,Haywood County,NCNTY47075N47075,"Haywood County, TN",TN
4707799999,371,487,574,687,708,47,77,99999,25522,Henderson County,NCNTY47077N47077,"Henderson County, TN",TN
4707999999,347,408,533,637,747,47,79,99999,31115,Henry County,NCNTY47079N47079,"Henry County, TN",TN
4708199999,346,480,532,777,800,47,81,99999,22295,Hickman County,METRO34980N47081,"Hickman County, TN HUD Metro FMR Area",TN
4708399999,435,436,526,654,698,47,83,99999,8088,Houston County,NCNTY47083N47083,"Houston County, TN",TN
4708599999,415,450,501,696,719,47,85,99999,17929,Humphreys County,NCNTY47085N47085,"Humphreys County, TN",TN
4708799999,410,411,522,688,708,47,87,99999,10984,Jackson County,NCNTY47087N47087,"Jackson County, TN",TN
4708999999,455,457,553,738,886,47,89,99999,44294,Jefferson County,METRO34100M34100,"Morristown, TN MSA",TN
4709199999,342,426,528,696,750,47,91,99999,17499,Johnson County,NCNTY47091N47091,"Johnson County, TN",TN
4709399999,491,570,687,942,1002,47,93,99999,382032,Knox County,METRO28940M28940,"Knoxville, TN MSA",TN
4709599999,398,434,526,715,736,47,95,99999,7954,Lake County,NCNTY47095N47095,"Lake County, TN",TN
4709799999,471,472,567,702,725,47,97,99999,27101,Lauderdale County,NCNTY47097N47097,"Lauderdale County, TN",TN
4709999999,338,410,513,631,696,47,99,99999,39926,Lawrence County,NCNTY47099N47099,"Lawrence County, TN",TN
4710199999,345,416,525,687,707,47,101,99999,11367,Lewis County,NCNTY47101N47101,"Lewis County, TN",TN
4710399999,451,452,545,651,682,47,103,99999,31340,Lincoln County,NCNTY47103N47103,"Lincoln County, TN",TN
4710599999,491,570,687,942,1002,47,105,99999,39086,Loudon County,METRO28940M28940,"Knoxville, TN MSA",TN
4710799999,471,483,567,705,861,47,107,99999,49015,McMinn County,NCNTY47107N47107,"McMinn County, TN",TN
4710999999,326,417,501,730,783,47,109,99999,24653,McNairy County,NCNTY47109N47109,"McNairy County, TN",TN
4711199999,339,411,522,622,670,47,111,99999,20386,Macon County,METRO34980N47111,"Macon County, TN HUD Metro FMR Area",TN
4711399999,490,542,683,943,968,47,113,99999,91837,Madison County,METRO27180M27180,"Jackson, TN MSA",TN
4711599999,550,585,683,868,966,47,115,99999,27776,Marion County,METRO16860M16860,"Chattanooga, TN-GA MSA",TN
4711799999,478,480,611,733,918,47,117,99999,26767,Marshall County,NCNTY47117N47117,"Marshall County, TN",TN
4711999999,446,564,689,899,926,47,119,99999,69498,Maury County,NCNTY47119N47119,"Maury County, TN",TN
4712199999,419,423,508,679,700,47,121,99999,11086,Meigs County,NCNTY47121N47121,"Meigs County, TN",TN
4712399999,402,416,537,643,776,47,123,99999,38961,Monroe County,NCNTY47123N47123,"Monroe County, TN",TN
4712599999,546,566,659,956,984,47,125,99999,134768,Montgomery County,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",TN
4712799999,454,455,571,759,791,47,127,99999,5740,Moore County,NCNTY47127N47127,"Moore County, TN",TN
4712999999,427,428,515,644,736,47,129,99999,19757,Morgan County,NCNTY47129N47129,"Morgan County, TN",TN
4713199999,339,448,522,694,716,47,131,99999,32450,Obion County,NCNTY47131N47131,"Obion County, TN",TN
4713399999,326,408,501,609,626,47,133,99999,20118,Overton County,NCNTY47133N47133,"Overton County, TN",TN
4713599999,345,416,525,687,707,47,135,99999,7631,Perry County,NCNTY47135N47135,"Perry County, TN",TN
4713799999,410,411,522,688,708,47,137,99999,4945,Pickett County,NCNTY47137N47137,"Pickett County, TN",TN
4713999999,449,472,608,779,988,47,139,99999,16050,Polk County,METRO17420M17420,"Cleveland, TN MSA",TN
4714199999,429,447,563,792,889,47,141,99999,62315,Putnam County,NCNTY47141N47141,"Putnam County, TN",TN
4714399999,325,397,501,671,690,47,143,99999,28400,Rhea County,NCNTY47143N47143,"Rhea County, TN",TN
4714599999,465,496,559,737,871,47,145,99999,51910,Roane County,NCNTY47145N47145,"Roane County, TN",TN
4714799999,591,659,759,1002,1073,47,147,99999,54433,Robertson County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4714999999,591,659,759,1002,1073,47,149,99999,182023,Rutherford County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4715199999,396,421,501,644,883,47,151,99999,21127,Scott County,NCNTY47151N47151,"Scott County, TN",TN
4715399999,550,585,683,868,966,47,153,99999,11370,Sequatchie County,METRO16860M16860,"Chattanooga, TN-GA MSA",TN
4715599999,512,576,652,815,1142,47,155,99999,71170,Sevier County,NCNTY47155N47155,"Sevier County, TN",TN
4715799999,665,720,802,1069,1123,47,157,99999,897472,Shelby County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",TN
4715999999,465,466,557,710,733,47,159,99999,17712,Smith County,METRO34980N47159,"Smith County, TN HUD Metro FMR Area",TN
4716199999,347,446,534,719,741,47,161,99999,12370,Stewart County,METRO17300N47161,"Stewart County, TN HUD Metro FMR Area",TN
4716399999,450,449,561,772,936,47,163,99999,153048,Sullivan County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",TN
4716599999,591,659,759,1002,1073,47,165,99999,130449,Sumner County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4716799999,665,720,802,1069,1123,47,167,99999,51271,Tipton County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",TN
4716999999,591,659,759,1002,1073,47,169,99999,7259,Trousdale County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4717199999,384,467,584,723,929,47,171,99999,17667,Unicoi County,METRO27740M27740,"Johnson City, TN MSA",TN
4717399999,491,570,687,942,1002,47,173,99999,17808,Union County,METRO28940M28940,"Knoxville, TN MSA",TN
4717599999,410,411,522,688,708,47,175,99999,5508,Van Buren County,NCNTY47175N47175,"Van Buren County, TN",TN
4717799999,416,438,559,733,860,47,177,99999,38276,Warren County,NCNTY47177N47177,"Warren County, TN",TN
4717999999,384,467,584,723,929,47,179,99999,107198,Washington County,METRO27740M27740,"Johnson City, TN MSA",TN
4718199999,345,416,525,687,707,47,181,99999,16842,Wayne County,NCNTY47181N47181,"Wayne County, TN",TN
4718399999,366,456,517,757,913,47,183,99999,34895,Weakley County,NCNTY47183N47183,"Weakley County, TN",TN
4718599999,359,412,508,710,729,47,185,99999,23102,White County,NCNTY47185N47185,"White County, TN",TN
4718799999,591,659,759,1002,1073,47,187,99999,126638,Williamson County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4718999999,591,659,759,1002,1073,47,189,99999,88809,Wilson County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",TN
4800199999,530,561,638,864,1047,48,1,99999,55109,Anderson County,NCNTY48001N48001,"Anderson County, TX",TX
4800399999,457,488,550,740,829,48,3,99999,13004,Andrews County,NCNTY48003N48003,"Andrews County, TX",TX
4800599999,487,570,641,835,861,48,5,99999,80130,Angelina County,NCNTY48005N48005,"Angelina County, TX",TX
4800799999,437,559,674,938,965,48,7,99999,22497,Aransas County,METRO18580N48007,"Aransas County, TX HUD Metro FMR Area",TX
4800999999,514,549,658,924,973,48,9,99999,8854,Archer County,METRO48660M48660,"Wichita Falls, TX MSA",TX
4801199999,517,533,667,922,1044,48,11,99999,2148,Armstrong County,METRO11100M11100,"Amarillo, TX MSA",TX
4801399999,404,462,610,756,778,48,13,99999,38628,Atascosa County,METRO41700N48013,"Atascosa County, TX HUD Metro FMR Area",TX
4801599999,558,559,673,952,982,48,15,99999,23590,Austin County,METRO26420N48015,"Austin County, TX HUD Metro FMR Area",TX
4801799999,412,477,550,715,873,48,17,99999,6594,Bailey County,NCNTY48017N48017,"Bailey County, TX",TX
4801999999,606,670,831,1107,1331,48,19,99999,17645,Bandera County,METRO41700M41700,"San Antonio, TX HUD Metro FMR Area",TX
4802199999,672,766,935,1272,1471,48,21,99999,57733,Bastrop County,METRO12420M12420,"Austin-Round Rock, TX MSA",TX
4802399999,403,452,577,741,878,48,23,99999,4093,Baylor County,NCNTY48023N48023,"Baylor County, TX",TX
4802599999,472,473,569,822,849,48,25,99999,32359,Bee County,NCNTY48025N48025,"Bee County, TX",TX
4802799999,548,583,738,1075,1297,48,27,99999,237974,Bell County,METRO28660M28660,"Killeen-Temple-Fort Hood, TX HUD Metro FMR Area",TX
4802999999,606,670,831,1107,1331,48,29,99999,1392931,Bexar County,METRO41700M41700,"San Antonio, TX HUD Metro FMR Area",TX
4803199999,491,503,630,831,953,48,31,99999,8418,Blanco County,NCNTY48031N48031,"Blanco County, TX",TX
4803399999,454,455,550,739,763,48,33,99999,729,Borden County,NCNTY48033N48033,"Borden County, TX",TX
4803599999,492,494,594,732,803,48,35,99999,17204,Bosque County,NCNTY48035N48035,"Bosque County, TX",TX
4803799999,506,508,623,784,857,48,37,99999,89306,Bowie County,METRO45500M45500,"Texarkana, TX-Texarkana, AR MSA",TX
4803999999,574,643,736,1010,1047,48,39,99999,241767,Brazoria County,METRO26420MM1145,"Brazoria County, TX HUD Metro FMR Area",TX
4804199999,586,667,815,1121,1155,48,41,99999,152415,Brazos County,METRO17780M17780,"College Station-Bryan, TX MSA",TX
4804399999,415,431,563,674,734,48,43,99999,8866,Brewster County,NCNTY48043N48043,"Brewster County, TX",TX
4804599999,454,457,550,741,764,48,45,99999,1790,Briscoe County,NCNTY48045N48045,"Briscoe County, TX",TX
4804799999,457,494,550,799,826,48,47,99999,7976,Brooks County,NCNTY48047N48047,"Brooks County, TX",TX
4804999999,494,500,622,797,883,48,49,99999,37674,Brown County,NCNTY48049N48049,"Brown County, TX",TX
4805199999,586,667,815,1121,1155,48,51,99999,16470,Burleson County,METRO17780M17780,"College Station-Bryan, TX MSA",TX
4805399999,533,557,732,949,976,48,53,99999,34147,Burnet County,NCNTY48053N48053,"Burnet County, TX",TX
4805599999,672,766,935,1272,1471,48,55,99999,32194,Caldwell County,METRO12420M12420,"Austin-Round Rock, TX MSA",TX
4805799999,436,488,630,835,1009,48,57,99999,20647,Calhoun County,METRO47020N48057,"Calhoun County, TX HUD Metro FMR Area",TX
4805999999,479,509,641,842,1070,48,59,99999,12905,Callahan County,METRO10180M10180,"Abilene, TX MSA",TX
4806199999,498,545,623,790,925,48,61,99999,335227,Cameron County,METRO15180M15180,"Brownsville-Harlingen, TX MSA",TX
4806399999,472,474,612,821,848,48,63,99999,11549,Camp County,NCNTY48063N48063,"Camp County, TX",TX
4806599999,517,533,667,922,1044,48,65,99999,6516,Carson County,METRO11100M11100,"Amarillo, TX MSA",TX
4806799999,358,494,550,790,865,48,67,99999,30438,Cass County,NCNTY48067N48067,"Cass County, TX",TX
4806999999,454,457,550,741,764,48,69,99999,8285,Castro County,NCNTY48069N48069,"Castro County, TX",TX
4807199999,631,702,852,1136,1428,48,71,99999,26031,Chambers County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",TX
4807399999,447,521,576,776,799,48,73,99999,46659,Cherokee County,NCNTY48073N48073,"Cherokee County, TX",TX
4807599999,454,457,550,741,764,48,75,99999,7688,Childress County,NCNTY48075N48075,"Childress County, TX",TX
4807799999,514,549,658,924,973,48,77,99999,11006,Clay County,METRO48660M48660,"Wichita Falls, TX MSA",TX
4807999999,412,477,550,715,873,48,79,99999,3730,Cochran County,NCNTY48079N48079,"Cochran County, TX",TX
4808199999,459,522,662,955,1103,48,81,99999,3864,Coke County,NCNTY48081N48081,"Coke County, TX",TX
4808399999,491,503,630,831,953,48,83,99999,9235,Coleman County,NCNTY48083N48083,"Coleman County, TX",TX
4808599999,645,718,871,1156,1401,48,85,99999,491675,Collin County,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",TX
4808799999,454,457,550,741,764,48,87,99999,3206,Collingsworth County,NCNTY48087N48087,"Collingsworth County, TX",TX
4808999999,475,504,572,772,793,48,89,99999,20390,Colorado County,NCNTY48089N48089,"Colorado County, TX",TX
4809199999,606,670,831,1107,1331,48,91,99999,78021,Comal County,METRO41700M41700,"San Antonio, TX HUD Metro FMR Area",TX
4809399999,457,519,609,788,893,48,93,99999,14026,Comanche County,NCNTY48093N48093,"Comanche County, TX",TX
4809599999,454,455,550,739,763,48,95,99999,3966,Concho County,NCNTY48095N48095,"Concho County, TX",TX
4809799999,535,537,697,855,956,48,97,99999,36363,Cooke County,NCNTY48097N48097,"Cooke County, TX",TX
4809999999,548,583,738,1075,1297,48,99,99999,74978,Coryell County,METRO28660M28660,"Killeen-Temple-Fort Hood, TX HUD Metro FMR Area",TX
4810199999,403,452,577,741,878,48,101,99999,1904,Cottle County,NCNTY48101N48101,"Cottle County, TX",TX
4810399999,457,485,550,710,826,48,103,99999,3996,Crane County,NCNTY48103N48103,"Crane County, TX",TX
4810599999,454,455,550,739,763,48,105,99999,4099,Crockett County,NCNTY48105N48105,"Crockett County, TX",TX
4810799999,467,574,717,1021,1067,48,107,99999,7072,Crosby County,METRO31180M31180,"Lubbock, TX MSA",TX
4810999999,457,485,550,710,826,48,109,99999,2975,Culberson County,NCNTY48109N48109,"Culberson County, TX",TX
4811199999,448,461,608,727,746,48,111,99999,6222,Dallam County,NCNTY48111N48111,"Dallam County, TX",TX
4811399999,645,718,871,1156,1401,48,113,99999,2218899,Dallas County,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",TX
4811599999,454,455,550,739,763,48,115,99999,14985,Dawson County,NCNTY48115N48115,"Dawson County, TX",TX
4811799999,358,494,550,800,851,48,117,99999,18561,Deaf Smith County,NCNTY48117N48117,"Deaf Smith County, TX",TX
4811999999,645,718,871,1156,1401,48,119,99999,5327,Delta County,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",TX
4812199999,645,718,871,1156,1401,48,121,99999,432976,Denton County,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",TX
4812399999,421,423,555,757,784,48,123,99999,20013,DeWitt County,NCNTY48123N48123,"DeWitt County, TX",TX
4812599999,412,477,550,715,873,48,125,99999,2762,Dickens County,NCNTY48125N48125,"Dickens County, TX",TX
4812799999,469,486,563,763,936,48,127,99999,10248,Dimmit County,NCNTY48127N48127,"Dimmit County, TX",TX
4812999999,454,457,550,741,764,48,129,99999,3828,Donley County,NCNTY48129N48129,"Donley County, TX",TX
4813199999,412,519,577,807,831,48,131,99999,13120,Duval County,NCNTY48131N48131,"Duval County, TX",TX
4813399999,457,519,609,788,893,48,133,99999,18297,Eastland County,NCNTY48133N48133,"Eastland County, TX",TX
4813599999,508,553,730,1042,1128,48,135,99999,121123,Ector County,METRO36220M36220,"Odessa, TX MSA",TX
4813799999,469,486,563,763,936,48,137,99999,2162,Edwards County,NCNTY48137N48137,"Edwards County, TX",TX
4813999999,645,718,871,1156,1401,48,139,99999,111360,Ellis County,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",TX
4814199999,476,512,605,877,1024,48,141,99999,679622,El Paso County,METRO21340M21340,"El Paso, TX MSA",TX
4814399999,453,518,637,821,845,48,143,99999,33001,Erath County,NCNTY48143N48143,"Erath County, TX",TX
4814599999,390,523,598,774,801,48,145,99999,18576,Falls County,NCNTY48145N48145,"Falls County, TX",TX
4814799999,501,526,605,748,770,48,147,99999,31242,Fannin County,NCNTY48147N48147,"Fannin County, TX",TX
4814999999,484,549,678,857,883,48,149,99999,21804,Fayette County,NCNTY48149N48149,"Fayette County, TX",TX
4815199999,420,431,550,785,820,48,151,99999,4344,Fisher County,NCNTY48151N48151,"Fisher County, TX",TX
4815399999,412,477,550,715,873,48,153,99999,7771,Floyd County,NCNTY48153N48153,"Floyd County, TX",TX
4815599999,403,452,577,741,878,48,155,99999,1622,Foard County,NCNTY48155N48155,"Foard County, TX",TX
4815799999,631,702,852,1136,1428,48,157,99999,354452,Fort Bend County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",TX
4815999999,459,496,606,756,876,48,159,99999,9458,Franklin County,NCNTY48159N48159,"Franklin County, TX",TX
4816199999,390,523,598,773,801,48,161,99999,17867,Freestone County,NCNTY48161N48161,"Freestone County, TX",TX
4816399999,537,576,697,907,1015,48,163,99999,16252,Frio County,NCNTY48163N48163,"Frio County, TX",TX
4816599999,457,490,550,708,834,48,165,99999,14467,Gaines County,NCNTY48165N48165,"Gaines County, TX",TX
4816799999,631,702,852,1136,1428,48,167,99999,250158,Galveston County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",TX
4816999999,412,477,550,715,873,48,169,99999,4872,Garza County,NCNTY48169N48169,"Garza County, TX",TX
4817199999,480,560,737,1056,1088,48,171,99999,20814,Gillespie County,NCNTY48171N48171,"Gillespie County, TX",TX
4817399999,454,455,550,739,763,48,173,99999,1406,Glasscock County,NCNTY48173N48173,"Glasscock County, TX",TX
4817599999,482,562,701,903,1015,48,175,99999,6928,Goliad County,METRO47020M47020,"Victoria, TX HUD Metro FMR Area",TX
4817799999,357,424,550,799,822,48,177,99999,18628,Gonzales County,NCNTY48177N48177,"Gonzales County, TX",TX
4817999999,420,421,555,695,716,48,179,99999,22744,Gray County,NCNTY48179N48179,"Gray County, TX",TX
4818199999,605,612,729,994,1072,48,181,99999,110595,Grayson County,METRO43300M43300,"Sherman-Denison, TX MSA",TX
4818399999,534,557,642,881,907,48,183,99999,111379,Gregg County,METRO30980M30980,"Longview, TX HUD Metro FMR Area",TX
4818599999,528,572,638,843,870,48,185,99999,23552,Grimes County,NCNTY48185N48185,"Grimes County, TX",TX
4818799999,606,670,831,1107,1331,48,187,99999,89023,Guadalupe County,METRO41700M41700,"San Antonio, TX HUD Metro FMR Area",TX
4818999999,376,474,556,708,746,48,189,99999,36602,Hale County,NCNTY48189N48189,"Hale County, TX",TX
4819199999,454,457,550,741,764,48,191,99999,3782,Hall County,NCNTY48191N48191,"Hall County, TX",TX
4819399999,491,503,630,831,953,48,193,99999,8229,Hamilton County,NCNTY48193N48193,"Hamilton County, TX",TX
4819599999,454,457,550,741,764,48,195,99999,5369,Hansford County,NCNTY48195N48195,"Hansford County, TX",TX
4819799999,403,452,577,741,878,48,197,99999,4724,Hardeman County,NCNTY48197N48197,"Hardeman County, TX",TX
4819999999,514,572,682,872,923,48,199,99999,48073,Hardin County,METRO13140M13140,"Beaumont-Port Arthur, TX MSA",TX
4820199999,631,702,852,1136,1428,48,201,99999,3400578,Harris County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",TX
